Original Sentence 1,Original Sentence 2,Preprocessed Sentence 1,Preprocessed Sentence 2,True Similarity Score,Predicted Similarity Score
The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,Compiler generate a copy of the function code in place - LRB - when appropriate - RRB - to avoid a function call,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,compiler generate copy function code place lrb appropriate rrb avoid function call,5.0,4.4606825225495825
By initializing a pointer to point to the first element of the array and then incrementing this pointer with the index of the array element,The name of an array is considered to be a pointer in C plus plus and can be passed as such in functions parameters Declaring int a 10 ; creates a pointer a which stores the address of a 0,initializing pointer point first element array incrementing pointer index array element,name array considered pointer c plus plus passed functions parameters declaring int creates pointer stores address,3.5,3.769528303198558
The char will automatically add a null 0 character at the end of the string,a variable char is basically any non command key on the keyboard that you can press A string is a collection of letters or numbers that is stored together to be used later Comonly strings are used for words Chars can be used for less but can have opperations performed on them in a useful way,char automatically add null character end string,variable char basically non command key keyboard press string collection letters numbers stored together used later comonly strings used words chars used less opperations performed useful way,2.0,3.9275770985843614
This type of programming is more flexible making it easier to add and modify the program It is also a type of a fail safe program you check each individual module This eliminates redundant code and makes the program easier to read for other programmers When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program,the main advantages to object - oriented programming is data abstraction easier maintenance and re - usability,type programming flexible making easier add modify program also type fail safe program check individual module eliminates redundant code makes program easier read programmers debugging program easier track source problem within module rather million line program,main advantages object oriented programming data abstraction easier maintenance usability,5.0,4.083312797479467
they take up twice as much memory for each node,It takes up twice the storage needed,take twice much memory node,takes twice storage needed,5.0,3.791740046883275
The char will automatically add a null 0 character at the end of the string,A string type string acts as a single object with individual char entities accessible only through specific string class functions A char array is less robust but allows direct access to specific char entities,char automatically add null character end string,string type string acts single object individual char entities accessible specific string class functions char array less robust allows direct access specific char entities,3.0,4.072103193295967
It avoids making copies of large data structures when calling functions,Gives access to the caller data directly also it allows for modifying the data,avoids making copies large data structures calling functions,gives access caller data directly also allows modifying data,3.5,3.714020947816717
The elements typically included in a class definition are the function prototypes usually declared public and the data members used in the class which are usually declared private,Class is user defined It contains members data and functions The keyword class is used and includes brackets - LRB - - RRB -,elements typically included class definition function prototypes usually declared public data members used class usually declared private,class user defined contains members data functions keyword class used includes brackets lrb rrb,4.0,4.352515287003827
Function members and data members,class definitions include the name of the class and type of parameters,function members data members,class definitions include name class type parameters,3.0,3.7207660198102452
By using constructors,obj are initialized by the variables that call them when they are created within a class e i classname objectname etc,using constructors,obj initialized variables call created within class e classname objectname etc,2.5,3.448377465521478
Public and private specifiers,public and private,public private specifiers,public private,5.0,4.671478764361306
A collection of nodes which has a special node called root and the rest of the nodes are partitioned into one or more disjoint sets each set being a tree,a finite set of one or more nodes such that there is a root node and all other nodes are split into trees of lesser value than the root,collection nodes special node called root rest nodes partitioned one disjoint sets set tree,finite set one nodes root node nodes split trees lesser value root,4.0,4.5672488672023945
you replace the node with the largest element of its left subtree or replace it with the smallest element of the right subtree,not answered,replace node largest element left subtree replace smallest element right subtree,answered,0.0,0.27447402705157997
Keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,remove the first element and reference the second element as the new head of the list,keep rear queue pointing tail linked list enqueue operation done end list keep front queue pointing head linked list dequeue operation done beginning list,remove first element reference second element new head list,3.5,4.02082551289877
It avoids making copies of large data structures when calling functions,You do not alter the original value of the variable that was passed,avoids making copies large data structures calling functions,alter original value variable passed,3.0,2.8721788877830043
A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,A function prototype just specifies parameters A function definition includes parameters and a code body,function prototype tells compiler function name return type number type parameters without revealing implementations contained function definition,function prototype specifies parameters function definition includes parameters code body,4.0,4.501746608861526
It selects the minimum from an array and places it on the first position then it selects the minimum from the rest of the array and places it on the second position and so forth,It starts at the first element and replaces it with the smallest element found to the right It then repeats with the next element in the list,selects minimum array places first position selects minimum rest array places second position forth,starts first element replaces smallest element found right repeats next element list,4.5,3.9302925508226503
Variables can be declared anywhere in a program They can be declared inside a function - LRB - local variables - RRB - or outside the functions - LRB - global variables - RRB -,They are usually declared at the beginning before they can be used in the program They always contain a name and a data type,variables declared anywhere program declared inside function lrb local variables rrb outside functions lrb global variables rrb,usually declared beginning used program always contain name data type,3.0,3.9660932312002926
A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,function prototype describes a classes interface without reviling whatever is inside as for the function definition cannot do that,function prototype includes function signature e name function return type parameters type function definition includes actual body function,function prototype describes classes interface without reviling whatever inside function definition,4.5,4.2635075495890415
The memory address of its operand,returns the place in memory of that element,memory address operand,returns place memory element,4.0,4.009645771055902
At function int main - LRB - - RRB -,At the root,function int main lrb rrb,root,2.5,1.852987698494406
a static array will store the new values that were assigned to each of its elements meaning if you call a function twice it will use the last values that were returned the first time if you do not declare it static then the new values will not be stored and will be reset to their original value,the static array exists for the duration of the program,static array store new values assigned elements meaning call function twice use last values returned first time declare static new values stored reset original value,static array exists duration program,4.5,3.792314167221714
Function members and data members,The elements that are included in a class definition is the access - modifier data types variables and function signatures,function members data members,elements included class definition access modifier data types variables function signatures,4.0,4.336670284154921
By reference,By using a node,reference,using node,2.5,2.9482786845887263
Gives faster times for some operations such as insertion and deletion,The advantage is that each node points to bothe its predecessor and its successor There are no special cases for insertion and deletion,gives faster times operations insertion deletion,advantage node points bothe predecessor successor special cases insertion deletion,4.5,3.6073461557163053
push and pop,Push and Pop,push pop,push pop,5.0,4.681307291422488
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,a do while loop will always run through once while an while loop performs a test before running through the loop,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,loop always run loop performs test running loop,5.0,4.347445874019234
Abstraction and reusability,1 - Existing classes can be reused 2 - Program maintenance and verification are easier,abstraction reusability,existing classes reused program maintenance verification easier,3.5,3.979204819500751
Experimental means you would actually write a prototype of the algorithm and measure the time it takes to run given certain parameters,You run a program with different data sizes like 10 to the power of x As you increase x and measure the completion speeds for the program you can find patterns and attempt the measure the running time It is very important to keep the same software and hardware however which makes experimental testing inferior to theoretical in the eyes of most,experimental means would actually write prototype algorithm measure time takes run given certain parameters,run program different data sizes like power x increase x measure completion speeds program find patterns attempt measure running time important keep software hardware however makes experimental testing inferior theoretical eyes,4.0,4.194462225569341
a static array will store the new values that were assigned to each of its elements meaning if you call a function twice it will use the last values that were returned the first time if you do not declare it static then the new values will not be stored and will be reset to their original value,static arrays are available throughout the program,static array store new values assigned elements meaning call function twice use last values returned first time declare static new values stored reset original value,static arrays available throughout program,5.0,3.7031144576171346
When passing a multi - dimensional array all dimensions must be specified except for the first dimension,all but the first,passing multi dimensional array dimensions must specified except first dimension,first,5.0,3.6435999353677015
The array that is declared static retains its modified elements so once it is called upon again the latest elements are modified again An array that is not declared static will keep its original elements,Standard arrays terminate when the functions that call them finish A static array is not removed from memory when it is parent function terminates leaving it available for other functions - LRB - or new instances of the original function - RRB -,array declared static retains modified elements called upon latest elements modified array declared static keep original elements,standard arrays terminate functions call finish static array removed memory parent function terminates leaving available functions lrb new instances original function rrb,4.0,4.044019570420293
Implement the algorithm and measure the physical running time,adding a time marker at the before the algorithm is called and another time marker immediately after so that you have the change in time then you can calculate the efficiency by the speed of the computers cpu,implement algorithm measure physical running time,adding time marker algorithm called another time marker immediately change time calculate efficiency speed computers cpu,3.5,3.8832339925529133
The elements typically included in a class definition are the function prototypes usually declared public and the data members used in the class which are usually declared private,class name data of class definition of functions and methods,elements typically included class definition function prototypes usually declared public data members used class usually declared private,class name data class definition functions methods,4.5,4.374920574580471
A pointer that points to the memory address of the beginning part of a functions pretty much the pointer points to the function so it can be called to execute,Function Pointers are pointers i e variables which point to the address of a function,pointer points memory address beginning part functions pretty much pointer points function called execute,function pointers pointers e variables point address function,5.0,3.934459133192859
The memory address of its operand,returns a pointer,memory address operand,returns pointer,3.5,4.153566760443993
A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,A field variable is a variable that is declared as a member of a class A local variable is avariable that isdeclared local to a method,local variable accessed outside function declared data members normally private variables functions declared private accessible member functions class declared,field variable variable declared member class local variable avariable isdeclared local method,2.5,4.551402292651377
Traverse the left subtree then the root then the right subtree,The inorder traversal of a binary tree visits the node of a binary tree in order according to their data values,traverse left subtree root right subtree,inorder traversal binary tree visits node binary tree order according data values,2.5,4.2682513957019905
A tree is a finite set of one or more nodes with a specially designated node called the root and the remaining nodes are partitioned into disjoint sets where each of these sets is a tree,A connected undirected graph without cycles,tree finite set one nodes specially designated node called root remaining nodes partitioned disjoint sets sets tree,connected undirected graph without cycles,4.5,3.5798404701700024
Keep the rear of the queue pointing to the tail of the linked list so the enqueue operation is done at the end of the list and keep the front of the queue pointing to the head of the linked list so the dequeue operation is done at the beginning of the list,make a linked list and add on to the front and delete from the back keep track of both to do so,keep rear queue pointing tail linked list enqueue operation done end list keep front queue pointing head linked list dequeue operation done beginning list,make linked list add front delete back keep track,4.5,4.277857414646108
A location in memory that can store a value,Variable can be a integer or a string in a program,location memory store value,variable integer string program,2.0,3.493269544657168
the type char has a null - LRB - n - RRB - element at the very end,When the string is passed into the array char individual characters are stored and can be manipulated Although when a word is stored into a string variable it is stored as one word and not as individual characters,type char null lrb n rrb element end,string passed array char individual characters stored manipulated although word stored string variable stored one word individual characters,2.0,3.7204763775589242
A link list can grow to a infinite size as a array has a fixes size,Linked lists may be dynamically grown,link list grow infinite size array fixes size,linked lists may dynamically grown,5.0,3.6011192963708503
If no constructor is provided the compiler provides one by default If a constructor is defined for a class the compiler does not create a default constructor,When no parameters are set is when a default constructor is used,constructor provided compiler provides one default constructor defined class compiler create default constructor,parameters set default constructor used,3.0,4.4658426452004605
N - LRB - the length of the array - RRB - operations achieved for a sorted array,1 operation the best case scenario s where it is already sorted and does one comparision,n lrb length array rrb operations achieved sorted array,operation best case scenario already sorted one comparision,3.0,4.132785490234548
All the deletion and insertion operations can be performed in constant time including those operations performed before a given location in the list or at the end of the list,a doubly linked list allows you to back up from a node rather than having to go through the entire list again,deletion insertion operations performed constant time including operations performed given location list end list,doubly linked list allows back node rather go entire list,4.0,3.3286894287687083
By initializing a pointer to point to the first element of the array and then incrementing this pointer with the index of the array element,using the star operator array : b n can be accessed by multiplied by - LRB - bpointer plus n - RRB -,initializing pointer point first element array incrementing pointer index array element,using star operator array b n accessed multiplied lrb bpointer plus n rrb,4.5,3.450886575721791
A leaf is a child of a parent node that has no children nodes of its own,A leaf is a node with children it is a terminating node,leaf child parent node children nodes,leaf node children terminating node,2.0,4.528968489907298
Push and pop are two main functions defined in a stack,push and pop,push pop two main functions defined stack,push pop,5.0,4.30869398608246
The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,It generates a copy of the function if it is needed again,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,generates copy function needed,3.5,4.0287718143841875
To store a class interface including data members and member function prototypes,include hat h allows the use of the hat container so called from the act of pulling names from a hat The header file for hat includes functions for storage and retrieval of it is contents mainly put - LRB - - RRB - peek - LRB - - RRB - and pull - LRB - - RRB -,store class interface including data members member function prototypes,include hat h allows use hat container called act pulling names hat header file hat includes functions storage retrieval contents mainly put lrb rrb peek lrb rrb pull lrb rrb,1.5,3.7498402640911497
A location in memory that can store a value,A named object that can hold a numerical or letter value,location memory store value,named object hold numerical letter value,3.5,3.835419894612105
Returns size of operand in bytes,it returns the size in bytes of a certain variable type,returns size operand bytes,returns size bytes certain variable type,4.5,4.37722671067602
The name of the function and the list of parameters including their types,A function signature is the return type and accepted pass value type it takes,name function list parameters including types,function signature return type accepted pass value type takes,3.5,4.284810400379714
A data structure in C plus plus where the the first element in the queue is the first element taken out of the queue,an ordered list that performs task in the order of first in first out adding items to the queue places items behind the rest of them taking items off the queue takes the one that has waited the longest,data structure c plus plus first element queue first element taken queue,ordered list performs task order first first adding items queue places items behind rest taking items queue takes one waited longest,5.0,3.875222577693168
returns a synonym for the object to which its pointer operand points,The value of the object that the operand points to,returns synonym object pointer operand points,value object operand points,4.5,4.485949879721157
A local variable cannot be accessed outside the function in which it is declared Data members normally are private Variables of functions declared private are accessible only to member functions of the class in which they are declared,Data members are the data components of a particular class A member function are the functioning components of the class,local variable accessed outside function declared data members normally private variables functions declared private accessible member functions class declared,data members data components particular class member function functioning components class,3.0,4.299368403705724
By reference,Passing the head pointer of a linked list to a function gives that function access to all nodes of that linked list,reference,passing head pointer linked list function gives function access nodes linked list,4.5,3.7022208326867165
A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,prototype states all functions in that class before compilation where the definition actually holds the source for the functions,function prototype tells compiler function name return type number type parameters without revealing implementations contained function definition,prototype states functions class compilation definition actually holds source functions,3.5,4.098254745185149
Name of the function parameters it must receive in order to perform and a return type,The parameters needed the return type and name of the function,name function parameters must receive order perform return type,parameters needed return type name function,5.0,4.5041582735292405
A variable is a location in memory where a value can be stored,A named object that can hold a numerical or letter value,variable location memory value stored,named object hold numerical letter value,3.5,4.09780254402687
Taking one array element at a time from left to right it inserts it in the right position among the already sorted elements on its left,Insertion sort is an algorithm where the first element of the array is in the sorted list all the other pick one by one and taken from the unsorted array to the sorted array,taking one array element time left right inserts right position among already sorted elements left,insertion sort algorithm first element array sorted list pick one one taken unsorted array sorted array,4.5,4.3399522227498375
A data structure in c plus plus which is a collection of data that is kept in order First in first out,A queue is similar to an array except that the data can only be accessed sequentially rather than at random Unlike a stack a queue follows FIFO First in First out,data structure c plus plus collection data kept order first first,queue similar array except data accessed sequentially rather random unlike stack queue follows fifo first first,5.0,3.9752288621470875
The compiler creates a default constructor when we do not define one in our class file,The compiler creates a default constructor when we do not define one in our class file,compiler creates default constructor define one class file,compiler creates default constructor define one class file,5.0,4.681307291422488
Find the node then replace it with the leftmost node from its right subtree - LRB - or the rightmost node from its left subtree - RRB -,pointer to the child and delete it has 2 children set the node to the child and delete it the node to th middle will then take its place,find node replace leftmost node right subtree lrb rightmost node left subtree rrb,pointer child delete children set node child delete node th middle take place,3.0,4.16211457479085
a header file is a file used to store a list of prototye functions and data members,a header file is a file used to store a list of prototye functions and data members,header file file used store list prototye functions data members,header file file used store list prototye functions data members,5.0,4.681307291422488
push and pop,push and pop,push pop,push pop,5.0,4.681307291422488
log - LRB - log n - RRB - 2 to the power of - LRB - log n - RRB - n to the power of 2 n to the power of 3 n !,2 to the power of - LRB - log n - RRB - n to the power of 2 to the power of 3 log - LRB - long n - RRB - n !,log lrb log n rrb power lrb log n rrb n power n power n,power lrb log n rrb n power power log lrb long n rrb n,3.25,4.672345221297608
An array has a fixed size You can add and delete elements to the end of the array and you use a pointer to keep track of the last element added Each time you add or delete an element you update the pointer and check if it is equal to the max size of the array,with the element added to the array so that the last element added is at the end and when the element is popped it takes the last element off the array,array fixed size add delete elements end array use pointer keep track last element added time add delete element update pointer check equal max size array,element added array last element added end element popped takes last element array,4.0,4.376619809121501
Array can retrieve memory from any place in the list while in a link list you have to traverse through each individual node,Arrays are easier to implement and require less memory,array retrieve memory place list link list traverse individual node,arrays easier implement require less memory,3.5,3.7767103083867113
Push,push,push,push,5.0,4.681306842364733
All the dimensions except the first one,Multi dimensional arrays are accessed using more than 1 index one for each dimension at least,dimensions except first one,multi dimensional arrays accessed using index one dimension least,3.5,4.184602713523145
Any functions that follows their deceleration that are in the source code file are allowed to have access the variables Also global scope variables retrain their value throughout the execution of the program,If a variable is declared global any function or class can use that variable,functions follows deceleration source code file allowed access variables also global scope variables retrain value throughout execution program,variable declared global function class use variable,4.5,3.950493189356182
Using an index outside the bounds of the array generates a run - time error,run - time error,using index outside bounds array generates run time error,run time error,5.0,4.365584663875449
Returns size of operand in bytes,Returns the size of the array in bytes during the program compilation,returns size operand bytes,returns size array bytes program compilation,4.5,4.215481496388388
Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,constructors cannot return values,unlike regular functions constructors used initialize object data created constructors must also given name class return values,constructors return values,4.0,4.49828886415594
Divide a problem into smaller subproblems solve them recursively and then combine the solutions into a solution for the original problem,it is the taking of a larger problem and splitting it into simpler smaller problems,divide problem smaller subproblems solve recursively combine solutions solution original problem,taking larger problem splitting simpler smaller problems,4.5,4.176209150514772
Information telling the compiler what data members and member functions belong to the class,Data members and Member functions,information telling compiler data members member functions belong class,data members member functions,5.0,4.501598419802725
The compiler selects the proper functions to execute based on number types and order of arguments in the function call,by their function signature,compiler selects proper functions execute based number types order arguments function call,function signature,5.0,3.870027428537469
A constructor is called whenever an object is created whereas a function needs to be called explicitely Constructors do not have return type but functions have to indicate a return type,a constructor initialises everything so that nothing is left empty or with random varioubles and a function modifies those variables with data,constructor called whenever object created whereas function needs called explicitely constructors return type functions indicate return type,constructor initialises everything nothing left empty random varioubles function modifies variables data,2.5,3.16201760186226
To simulate portions of the desired final product with a quick and easy program that does a small specific job It is a way to help see what the problem is and how you may solve it in the final project,To simulate problem solving for parts of the problem,simulate portions desired final product quick easy program small specific job way help see problem may solve final project,simulate problem solving parts problem,4.5,4.0697290249507
Push and pop are two main functions defined in a stack,push - LRB - insert an item - RRB - pop - LRB - remove an item - RRB -,push pop two main functions defined stack,push lrb insert item rrb pop lrb remove item rrb,5.0,3.980217444735975
The inline keyword advises the compiler to copy the function code in place to avoid function calls; however the compiler can and typically does ignore the inline qualifier for all but the smallest functions,instead of calling the function every time it is invoked the compiler will replace the function call with a copy of the function body,inline keyword advises compiler copy function code place avoid function calls however compiler typically ignore inline qualifier smallest functions,instead calling function every time invoked compiler replace function call copy function body,5.0,4.258529744386258
Elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be,You can expand when you need it You do not have to predetermine the size,elements inserted link list point need resized unlike array needs,expand need predetermine size,5.0,3.926766549338457
Unlike regular functions constructors are only used to initialize an object s data when it is created Constructors must also be given the same name as the class and cannot return any values,constructors initialize the data that is then used in the calculations of a function,unlike regular functions constructors used initialize object data created constructors must also given name class return values,constructors initialize data used calculations function,2.5,4.45375266329029
Using an index outside the bounds of the array generates a run - time error,run - time,using index outside bounds array generates run time error,run time,5.0,4.188564076499778
They both involve repetition; they both have termination tests; they can both occur infinitely,not answered,involve repetition termination tests occur infinitely,answered,0.0,0.9995271812252299
A function prototype tells the compiler the function name return type and the number and type of parameters without revealing the implementations contained in the function definition,a function prototype is used to reference the compiler to a function that will be defined later on a function definition is the actual function itself complete with return type parameters etc,function prototype tells compiler function name return type number type parameters without revealing implementations contained function definition,function prototype used reference compiler function defined later function definition actual function complete return type parameters etc,4.0,4.422846487902029
Refining and Coding,Directly : Refining coding Because Refining is right before the Testing Phase and Coding is right after the Testing Phase Indirectly : Production Maintenance Because Refining occurs before these last two stages in the Software Life Cycle,refining coding,directly refining coding refining right testing phase coding right testing phase indirectly production maintenance refining occurs last two stages software life cycle,5.0,4.499344598935525
In a circular linked list every node has a successor which means that the last node successor is the head or first node,In the case of a non circular link list if you are at the last node of the list and u want to move to first u need to go to one step back till u reach to first But in circular link list from last to first you need to make only one move In a single link list u can move only in one direction but in double link list u can move in any direction back or forward or forward,circular linked list every node successor means last node successor head first node,case non circular link list last node list u want move first u need go one step back till u reach first circular link list last first need make one move single link list u move one direction double link list u move direction back forward forward,3.5,3.8576900158048364
Elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be,They grow as needed while arrays are of fixed size,elements inserted link list point need resized unlike array needs,grow needed arrays fixed size,5.0,3.8940949033904735
It uses the divide and conqure technique recursively and then when merging back together it compares each element together in a sorted list this is done by reversing the divide and conquer technique,merge sort splits the array of elements into smaller arrays until the arrays reach size 1 and then the merge sort merges the smaller arrays into arrays of size 2 then it moves to the next step and merges the next arrays,uses divide conqure technique recursively merging back together compares element together sorted list done reversing divide conquer technique,merge sort splits array elements smaller arrays arrays reach size merge sort merges smaller arrays arrays size moves next step merges next arrays,5.0,3.604739824512256
A variable in memory that hold the address of another memory location to which it points too,a pointer points to a location in memory of a certain data type,variable memory hold address another memory location points,pointer points location memory certain data type,5.0,4.288729102869749
A data structure in c plus plus which is a collection of data that is kept in order First in first out,A first in first out Abstract Data type that can be used to store values,data structure c plus plus collection data kept order first first,first first abstract data type used store values,5.0,4.147684777453589
Using an index outside the bounds of the array generates a run - time error,run - time error,using index outside bounds array generates run time error,run time error,5.0,4.365584663875449
A variable in memory that hold the address of another memory location to which it points too,its a data type with a memory address and a value,variable memory hold address another memory location points,data type memory address value,3.5,4.338896038912475
File scope,variables accessible anywhere in the program as long as they are public,file scope,variables accessible anywhere program long public,4.5,3.8584958499443243
Refining and Coding,The Individual components and steps such as analysis design and implementing code as well as the entire system are tested for execution of the requirements identified during the analysis stage i e Main output,refining coding,individual components steps analysis design implementing code well entire system tested execution requirements identified analysis stage e main output,1.5,4.159261261822108
they take up twice as much memory for each node,they take up twice as much memory for each node,take twice much memory node,take twice much memory node,5.0,4.681306842364733
All the dimensions except the first one,when passing - LRB - in main - RRB - a multidimensional array to a function no dimensions need be specified,dimensions except first one,passing lrb main rrb multidimensional array function dimensions need specified,2.0,4.066018909787404
Refining and Coding,The refining step the production step and the maintenance stage,refining coding,refining step production step maintenance stage,3.5,4.401278468507633
The Euler tour traversal of a tree begins at the root and visits each node in the tree from the left then bottom then right sides,You recursively visit every node on the list You visit the node from the left the bottom and from the right,euler tour traversal tree begins root visits node tree left bottom right sides,recursively visit every node list visit node left bottom right,5.0,4.3217229477562
To simulate the behaviour of portions of the desired software product,A prototype program is used in problem solving to collect data for the problem,simulate behaviour portions desired software product,prototype program used problem solving collect data problem,1.5,3.605341112844803
If the object refers to a class the constructor - LRB - s - RRB - will initialize the objects based on return type and parameters passed Compiler will auto - create one if one is not provided,Objects are usually initialized at the beginning of the program and are initialized usually in the main function They are initialized after the class name,object refers class constructor lrb rrb initialize objects based return type parameters passed compiler auto create one one provided,objects usually initialized beginning program initialized usually main function initialized class name,2.5,3.7080691363455784
A function that calls upon it self to solve a problem Each time it calls upon it self it splits up a problem into a simplier form until it reaches a base case which is the most simplest form of the problem,A recursive function typically simplifies a problem by calling itself until arriving at a base case at which it recursively returns a solution,function calls upon self solve problem time calls upon self splits problem simplier form reaches base case simplest form problem,recursive function typically simplifies problem calling arriving base case recursively returns solution,5.0,4.3002642739249195
The compiler creates a default constructor when we do not define one in our class file,When no constructor exists when one is needed a parameterless default constructor is declared,compiler creates default constructor define one class file,constructor exists one needed parameterless default constructor declared,5.0,4.35015346774681
Elements can be inserted into a link list at any point and does not need to be resized unlike an array needs to be,Linked lists have constant time insertion and deletion,elements inserted link list point need resized unlike array needs,linked lists constant time insertion deletion,3.5,3.399971509460965
This type of programming is more flexible making it easier to add and modify the program It is also a type of a fail safe program you check each individual module This eliminates redundant code and makes the program easier to read for other programmers When debugging the program it is easier to track down the source of a problem within a module rather than a 2 million line program,existing classes can be reused program maintenance and verification are easier,type programming flexible making easier add modify program also type fail safe program check individual module eliminates redundant code makes program easier read programmers debugging program easier track source problem within module rather million line program,existing classes reused program maintenance verification easier,3.5,4.0411020421927555
There are four ways : nonconstant pointer to constant data nonconstant pointer to nonconstant data constant pointer to constant data constant pointer to nonconstant data,Pointers may be passed to functions by value by reference with reference arguments or by reference with pointer arguments,four ways nonconstant pointer constant data nonconstant pointer nonconstant data constant pointer constant data constant pointer nonconstant data,pointers may passed functions value reference reference arguments reference pointer arguments,2.5,3.5564719537110854
You can initialize and array by using an initializer list in its declaration or by initializing its size with a constant variable,you can assign the size of it inside the brackets when you declare the array 3 or you can have it set by how many items you set the array equal to 1 2 3,initialize array using initializer list declaration initializing size constant variable,assign size inside brackets declare array set many items set array equal,5.0,3.9976213515777967
do while statements evaluate whether or not to loop after running the block contained within it at least once So the main differance is that while statements have a possibility of never being used Do while statements on the other hand are always run at least once before evaluating whether to run again,a while loop is pre - check - LRB - it checks the condition statement before it executes the code within the while block - RRB - a do while loop is post - check - LRB - it checks the condition AFTER the block executes it runs at least once no matter what the condition statement is - RRB -,statements evaluate whether loop running block contained within least main differance statements possibility never used statements hand always run least evaluating whether run,loop pre check lrb checks condition statement executes code within block rrb loop post check lrb checks condition block executes runs least matter condition statement rrb,5.0,4.002073310150648
push and pop,Push and Pop Push adds an element to the stack while Pop removes the top element from a stack,push pop,push pop push adds element stack pop removes top element stack,5.0,4.567624953071322
This operator returns the memory address of its operand,returns a pointer,operator returns memory address operand,returns pointer,3.5,4.227304064406075
The length of the longest path from the root to any of its leaves,the height of a tree is how many levels of nodes that it has,length longest path root leaves,height tree many levels nodes,4.5,4.360276576694609
If the object refers to a class the constructor - LRB - s - RRB - will initialize the objects based on return type and parameters passed Compiler will auto - create one if one is not provided,If you had a class Gradebook you would initialize it in your main function by use of a constructor in the Gradebook class If no constructor is specified or found c plus plus will use a default one with no parameters Gradebook myGradebook; In this bit of code the class Gradebook has been initialized as object myGradebook,object refers class constructor lrb rrb initialize objects based return type parameters passed compiler auto create one one provided,class gradebook would initialize main function use constructor gradebook class constructor specified found c plus plus use default one parameters gradebook mygradebook bit code class gradebook initialized object mygradebook,5.0,4.190625476119415
As many as you want so long as they have different parameters,It depends what type of class is being defined Typically you would have a constructor call for each object,many want long different parameters,depends type class defined typically would constructor call object,1.5,3.2535860911190593
This operator returns the memory address of its operand,the reference to a variable,operator returns memory address operand,reference variable,4.5,3.841712765447399
A variable in memory that hold the address of another memory location to which it points too,A data type that stores the memory address of another variable,variable memory hold address another memory location points,data type stores memory address another variable,5.0,4.452096987351376
To simulate portions of the desired final product with a quick and easy program that does a small specific job It is a way to help see what the problem is and how you may solve it in the final project,To simulate portions of the desired final product with a quick and easy program that does a small specific job It is a way to help see what the problem is and how you may solve it in the final project,simulate portions desired final product quick easy program small specific job way help see problem may solve final project,simulate portions desired final product quick easy program small specific job way help see problem may solve final project,5.0,4.681307291422488
The height of a tree is the number of nodes on the longest path from the root to a leaf,Height equals the number of times you must progress down the levels of a tree to reach a leaf of the greatest distance from the root,height tree number nodes longest path root leaf,height equals number times must progress levels tree reach leaf greatest distance root,5.0,4.445452953352472
A function prototype includes the function signature i e the name of the function the return type and the parameters type The function definition includes the actual body of the function,A function prototype describes the class public interface without providing how the function works A function definition contains the inner workings of the function,function prototype includes function signature e name function return type parameters type function definition includes actual body function,function prototype describes class public interface without providing function works function definition contains inner workings function,4.5,4.228002573742376
Data members can be accessed from any member functions inside the class defintion Local variables can only be accessed inside the member function that defines them,A data member is globally accessible while a local variable is only accessible inside the member function,data members accessed member functions inside class defintion local variables accessed inside member function defines,data member globally accessible local variable accessible inside member function,4.5,4.588591010546535
Variables can be declared anywhere in a program They can be declared inside a function - LRB - local variables - RRB - or outside the functions - LRB - global variables - RRB -,variables can be declared in classes and methods,variables declared anywhere program declared inside function lrb local variables rrb outside functions lrb global variables rrb,variables declared classes methods,2.5,4.040824524500778
A collection of elements that can be allocated dynamically,An array based list that uses an implicit ordering scheme often using pointers,collection elements allocated dynamically,array based list uses implicit ordering scheme often using pointers,2.5,3.2600536454206317
Searches an array for the largest or the smallest element and is moved out to the front of the array then it will search for the next largest or the smallest element to move out to the front,Search for the largest item in an array and swap it with the last unsorted item,searches array largest smallest element moved front array search next largest smallest element move front,search largest item array swap last unsorted item,4.5,4.273537703581748
An alias - LRB - synonym - RRB - for the name of the object that its operand points to in memory It is the dereferencing operator,the value of the variable the pointer points to,alias lrb synonym rrb name object operand points memory dereferencing operator,value variable pointer points,4.0,3.952103734990816
